"chunk_id","read_start","read_end","r1_n_reads","r2_n_reads","r1_prefilter_candidates","r2_prefilter_candidates","r1_primary_validated","r2_primary_validated","paired_partner_validated","elapsed_seconds","status","started_at","completed_at","candidate_output","validated_output","paired_output"
107,10600001,10700000,100000,100000,0,0,0,0,0,"8.80439615249634","COMPLETE","2026-08-16 17:13:04.287612","2026-08-16 17:13:13.096113","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000107.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000107.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000107.csv"
108,10700001,10800000,100000,100000,0,0,0,0,0,"10.2598631381989","COMPLETE","2026-08-16 17:13:13.826319","2026-08-16 17:13:24.092877","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000108.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000108.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000108.csv"
109,10800001,10900000,100000,100000,1,1,1,2,3,"18.6693229675293","COMPLETE","2026-08-16 17:13:25.028646","2026-08-16 17:13:43.702584","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000109.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000109.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000109.csv"
110,10900001,11000000,100000,100000,2,0,3,0,1,"18.0053758621216","COMPLETE","2026-08-16 17:13:44.600892","2026-08-16 17:14:02.61229","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000110.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000110.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000110.csv"
111,11000001,11100000,100000,100000,2,2,2,2,2,"21.1460998058319","COMPLETE","2026-08-16 17:14:03.162707","2026-08-16 17:14:24.312721","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000111.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000111.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000111.csv"
112,11100001,11200000,100000,100000,3,3,3,3,2,"26.4539020061493","COMPLETE","2026-08-16 17:14:25.210965","2026-08-16 17:14:51.670772","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000112.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000112.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000112.csv"
113,11200001,11300000,100000,100000,3,2,4,2,5,"26.3474400043488","COMPLETE","2026-08-16 17:14:52.702689","2026-08-16 17:15:19.054849","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000113.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000113.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000113.csv"
114,11300001,11400000,100000,100000,1,1,1,1,2,"22.0285940170288","COMPLETE","2026-08-16 17:15:19.668397","2026-08-16 17:15:41.703342","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000114.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000114.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000114.csv"
115,11400001,11500000,100000,100000,1,0,2,0,0,"18.5901808738708","COMPLETE","2026-08-16 17:15:42.671144","2026-08-16 17:16:01.267012","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000115.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000115.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000115.csv"
116,11500001,11600000,100000,100000,1,2,1,3,3,"20.5966348648071","COMPLETE","2026-08-16 17:16:02.373733","2026-08-16 17:16:22.974301","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000116.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000116.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000116.csv"
117,11600001,11700000,100000,100000,0,1,0,1,0,"14.8373031616211","COMPLETE","2026-08-16 17:16:23.986302","2026-08-16 17:16:38.82827","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000117.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000117.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000117.csv"
118,11700001,11800000,100000,100000,0,0,0,0,0,"7.84740090370178","COMPLETE","2026-08-16 17:16:39.503793","2026-08-16 17:16:47.355326","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000118.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000118.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000118.csv"
119,11800001,11900000,100000,100000,0,1,0,1,0,"15.3603389263153","COMPLETE","2026-08-16 17:16:48.502087","2026-08-16 17:17:03.866497","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000119.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000119.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000119.csv"
120,11900001,12000000,100000,100000,1,0,1,0,0,"15.9804539680481","COMPLETE","2026-08-16 17:17:04.931891","2026-08-16 17:17:20.918321","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000120.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000120.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000120.csv"
121,12000001,12100000,100000,100000,1,0,1,0,0,"16.8808398246765","COMPLETE","2026-08-16 17:17:21.708157","2026-08-16 17:17:38.595902","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000121.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000121.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000121.csv"
122,12100001,12200000,100000,100000,0,1,0,1,0,"17.5181457996368","COMPLETE","2026-08-16 17:17:39.767486","2026-08-16 17:17:57.291938","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000122.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000122.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000122.csv"
123,12200001,12300000,100000,100000,1,0,1,0,0,"16.9603419303894","COMPLETE","2026-08-16 17:17:58.468301","2026-08-16 17:18:15.432542","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000123.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000123.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000123.csv"
124,12300001,12400000,100000,100000,1,0,2,0,1,"17.7945399284363","COMPLETE","2026-08-16 17:18:16.037982","2026-08-16 17:18:33.83649","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000124.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000124.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000124.csv"
125,12400001,12500000,100000,100000,0,1,0,2,0,"17.509742975235","COMPLETE","2026-08-16 17:18:34.855447","2026-08-16 17:18:52.369001","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000125.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000125.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000125.csv"
126,12500001,12600000,100000,100000,2,0,2,0,0,"17.2679779529572","COMPLETE","2026-08-16 17:18:53.455302","2026-08-16 17:19:10.727523","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000126.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000126.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000126.csv"
127,12600001,12700000,100000,100000,0,1,0,1,0,"14.7849130630493","COMPLETE","2026-08-16 17:19:11.304419","2026-08-16 17:19:26.0935","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000127.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000127.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000127.csv"
128,12700001,12800000,100000,100000,1,0,1,0,0,"14.6979649066925","COMPLETE","2026-08-16 17:19:27.157432","2026-08-16 17:19:41.85939","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000128.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000128.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000128.csv"
129,12800001,12900000,100000,100000,1,3,2,4,4,"22.1838371753693","COMPLETE","2026-08-16 17:19:42.897318","2026-08-16 17:20:05.086603","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000129.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000129.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000129.csv"
130,12900001,13000000,100000,100000,1,2,1,3,3,"23.7951791286469","COMPLETE","2026-08-16 17:20:05.699394","2026-08-16 17:20:29.501288","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000130.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000130.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000130.csv"
131,13000001,13100000,100000,100000,1,1,1,1,2,"21.0773599147797","COMPLETE","2026-08-16 17:20:30.509494","2026-08-16 17:20:51.592379","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000131.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000131.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000131.csv"
132,13100001,13200000,100000,100000,2,0,3,0,0,"18.9692680835724","COMPLETE","2026-08-16 17:20:52.557911","2026-08-16 17:21:11.532414","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000132.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000132.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000132.csv"
133,13200001,13300000,100000,100000,0,1,0,2,0,"17.8961789608002","COMPLETE","2026-08-16 17:21:12.156899","2026-08-16 17:21:30.057164","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000133.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000133.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000133.csv"
134,13300001,13400000,100000,100000,1,0,1,0,0,"16.5416839122772","COMPLETE","2026-08-16 17:21:31.846589","2026-08-16 17:21:48.395299","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000134.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000134.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000134.csv"
135,13400001,13500000,100000,100000,0,0,0,0,0,"9.31623482704163","COMPLETE","2026-08-16 17:21:49.575396","2026-08-16 17:21:58.897424","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000135.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000135.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000135.csv"
136,13500001,13600000,100000,100000,0,1,0,1,0,"16.5605189800262","COMPLETE","2026-08-16 17:21:59.680706","2026-08-16 17:22:16.246485","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000136.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000136.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000136.csv"
137,13600001,13700000,100000,100000,0,1,0,1,0,"16.3601121902466","COMPLETE","2026-08-16 17:22:17.278988","2026-08-16 17:22:33.645984","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000137.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000137.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000137.csv"
138,13700001,13800000,100000,100000,1,1,1,2,0,"22.5912411212921","COMPLETE","2026-08-16 17:22:34.714877","2026-08-16 17:22:57.311785","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000138.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000138.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000138.csv"
139,13800001,13900000,100000,100000,1,1,1,1,0,"20.3009181022644","COMPLETE","2026-08-16 17:22:57.948062","2026-08-16 17:23:18.253347","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000139.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000139.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000139.csv"
140,13900001,14000000,100000,100000,0,2,0,4,0,"22.6934628486633","COMPLETE","2026-08-16 17:23:19.240976","2026-08-16 17:23:41.941288","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000140.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000140.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000140.csv"
141,14000001,14100000,100000,100000,1,0,1,0,0,"20.5114941596985","COMPLETE","2026-08-16 17:23:43.181501","2026-08-16 17:24:03.698374","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000141.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000141.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000141.csv"
142,14100001,14200000,100000,100000,0,0,0,0,0,"10.1850628852844","COMPLETE","2026-08-16 17:24:04.49737","2026-08-16 17:24:14.688654","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000142.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000142.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000142.csv"
143,14200001,14300000,100000,100000,1,0,1,0,0,"20.9745659828186","COMPLETE","2026-08-16 17:24:16.088839","2026-08-16 17:24:37.069243","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000143.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000143.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000143.csv"
144,14300001,14400000,100000,100000,1,1,1,2,0,"20.5205450057983","COMPLETE","2026-08-16 17:24:37.951133","2026-08-16 17:24:58.475938","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000144.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000144.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000144.csv"
145,14400001,14500000,100000,100000,0,0,0,0,0,"9.04367804527283","COMPLETE","2026-08-16 17:24:59.793818","2026-08-16 17:25:08.841684","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000145.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000145.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000145.csv"
146,14500001,14600000,100000,100000,1,0,1,0,0,"16.5058438777924","COMPLETE","2026-08-16 17:25:09.413244","2026-08-16 17:25:25.923516","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000146.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000146.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000146.csv"
147,14600001,14700000,100000,100000,0,1,0,1,0,"15.2894270420074","COMPLETE","2026-08-16 17:25:26.888006","2026-08-16 17:25:42.18387","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000147.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000147.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000147.csv"
148,14700001,14800000,100000,100000,0,0,0,0,0,"8.29684281349182","COMPLETE","2026-08-16 17:25:43.373763","2026-08-16 17:25:51.675014","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000148.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000148.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000148.csv"
149,14800001,14900000,100000,100000,1,0,2,0,0,"17.1619539260864","COMPLETE","2026-08-16 17:25:52.241852","2026-08-16 17:26:09.408209","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000149.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000149.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000149.csv"
150,14900001,15000000,100000,100000,0,0,0,0,0,"8.26693296432495","COMPLETE","2026-08-16 17:26:10.299289","2026-08-16 17:26:18.571508","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000150.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000150.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000150.csv"
151,15000001,15100000,100000,100000,0,1,0,2,0,"17.2407438755035","COMPLETE","2026-08-16 17:26:20.013045","2026-08-16 17:26:37.258017","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000151.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000151.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000151.csv"
152,15100001,15200000,100000,100000,0,3,0,3,0,"18.7612471580505","COMPLETE","2026-08-16 17:26:37.830242","2026-08-16 17:26:56.59899","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000152.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000152.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000152.csv"
153,15200001,15300000,100000,100000,2,0,2,0,0,"16.4266850948334","COMPLETE","2026-08-16 17:26:57.481812","2026-08-16 17:27:13.914073","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000153.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000153.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000153.csv"
154,15300001,15400000,100000,100000,1,1,1,1,2,"19.1801800727844","COMPLETE","2026-08-16 17:27:15.048972","2026-08-16 17:27:34.233825","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000154.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000154.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000154.csv"
155,15400001,15500000,100000,100000,0,2,0,2,0,"17.9372019767761","COMPLETE","2026-08-16 17:27:34.911858","2026-08-16 17:27:52.853995","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000155.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000155.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000155.csv"
